RecipeName,Calories,Protein,Carbohydrates,Fat,Ingredients,Instructions,DietType
Chicken Kofta Curry Recipe,136.9752,10.2048,2.5625,7.823,"tomato,salt,coriander (dhania),ginger,red chilli powder,cloves garlic,onion,coriander (dhania) leaves bucnh,coriander powder,chicken breasts,turmeric powder,garam masala powder,sunflower oil","To begin making the Chicken Kofta Curry Recipe, first prep all the ingredients and keep it ready.To mince the chicken, place it in your mixer grinder jar and mince until smooth.In mixing bowl, add the minced chicken, the garlic, onion, garam masala, turmeric powder, red chilli powder and salt.
Sir well to combine and make balls of the mixture and keep aside.The next step is to make the kofta curry gravy.Heat oil or ghee in a pan; add the onion, ginger and garlic.
Saute until the onion becomes soft and tender.Once the onions have softened, add the tomato puree, the turmeric powder, red chilli powder, garam masala powder, coriander powder and salt.
Stir well and add the chicken kofta balls and simmer the gravy until the chicken kofta is cooked well.It will take about 5 to 6 minutes.
Ensure you cover the pan and simmer the chicken kofta curry.
Once done, cut the kofta a little to check if it is cooked.
You can add water to adjust the consistency of the Chicken Kofta Curry.Check the salt and spices of the Chicken Kofta Curry and adjust according to your taste.Once done, stir in the honey and cream and simmer for 2 to 3 minutes and turn off the heat.
Transfer the Chicken Kofta Curry into a serving bowl, stir in the coriander leaves and serve hot.
Serve this delicious Chicken Kofta Curry along with a Garlic Naan, Palak Paneer and Dal Makhani for a delicious Indian Dinner.",Unknown
Seer Fish Fry Recipe,237.9247,13.2582,3.2093,19.233,"salt,corn flour,coriander (dhania) leaves,red chilli powder,ginger garlic paste,tomato ketchup,lemon,seer fish,turmeric powder,sunflower oil","To begin making the Seer Fish Fry Recipe, wash and clean the fish slices with water and turmeric powder and keep ready.Add red chilli powder, salt, tomato sauce, ginger garlic paste, cornflour and lemon juice to a bowl and mix to form a thick paste.
If the mix is too thick, then add a few drops of water.Check for taste, add salt or chilli powder if necessary.
Take the fish slices one by one and coat both the sides with the masala mix.Allow the fish slices to marinate for 3 to 4 hours.
After 3 to 4 hours, heat oil in a tava, and shallow fry the fish slices from both the sides till they are cooked.
Serve Seer Fish Fry as a side dish along with Bengali Style Lau Die Tetor Dal and Steamed Rice for a weekday meal.",Unknown
Masala Lemonade Recipe,47.7404,3.4678,5.9237,0.6404,"cumin powder (jeera),ginger,black salt,water,sugar,soda,lemon,black pepper powder,mint leaves (pudina)","To begin making the Masala Lemonade Recipe, take a bowl and squeeze the lemon juice.To this add sugar, crushed ginger, crush fresh mint leaves and 1 glass of water.Mix everything well until the sugar is dissolved.Now filter the juice, to this add pepper powder, jeera powder, black salt and mix everything well.Now add ice cubes and serve it cool in a glass.
You can add soda if you like your lemonade to be fizzy.Serve this coolant Masala Lemonade Recipe during tea time along with evening snacks such as Sukha Bhel and Onion Bajji.",Unknown
Ajwain Besan Ka Paratha Recipe (Masala Paratha),320.4121,7.7942,45.9074,11.3921,"salt,wheat flour,coriander (dhania) leaves,ajwain (carom seeds),red chilli powder,water,gram flour (besan),cumin seeds (jeera),turmeric powder,sunflower oil","To begin making the Ajwain Besan Ka Paratha, we will first make the dough.
Add in the flour and a pinch of salt into a large bowl.
Add a little water at time and knead to make a firm yet smooth dough.Knead well for about 3 to 4 minutes, this will make the parathas soft.
Drizzle a teaspoon of oil over the dough and knead for another couple of minutes.
Cover and keep aside.Now to begin making the paratha, keep some flour aside for dusting.
Divide the dough into large lemon side balls.Dust the dough portions in flour, flatten it and roll it into a 3 inch diameter circle.Now add some besan, ajwain, salt, red chilli powder, cumin seeds, turmeric powder and coriander leaves on half side of the circle.
Mix everything properly and drizzle some oil on the mixture.Close the paratha by folding it with the other half.
We will have a semi circle oval shape.Press the sides of the paratha down to seal the edges and gently using the rolling pin to flatten it.
Take care, the filling can ooze out if the dough is rolled out too thin.Now to cook the ajwain besan Paratha, first preheat the skillet on medium heat.
Place the rolled paratha on top and allow it to cook on one side.
After about 10 to 15 seconds, flip the paratha.At this stage, smear some oil or ghee to cook the paratha.
Cook the paratha by flipping over a couple of times until you see golden brown spots on both sides.Proceed the same way with the remaining dough portions and serve the parathas hot.Serve Ajwain Besan Ka Paratha with Mango Pickle and Mooli Raita for a delicious breakfast.",Unknown
Puri For Pani Puri Recipe - Golagappa / Puchka Puri Recipe,406.8105,7.7568,40.8155,23.4895,"salt,water,sooji (semolina rava),flour (maida),sunflower oil","To begin making the Puri for Pani Puri, in a large bowl, add in the salt, sooji rava and the warm water.
Mix the ingredients well until the sooji rava has absorbed all the water.
The mixture will resemble a wet crumb texture.With this existing moisture we need to make this into a smooth dough.
For that add in a tablespoon of maida (all purpose flour).
This flour is to absorb that extra moisture and give it a bit of gluten for the dough.
Resist the temptation to add more flour, this will alter the texture of the puri for the pani puriKnead this dough well for about 10 minutes continuously.
It will be easier to knead it on your kitchen platform rather than the bowl.
You can use both your hands and muscle power to get the sooji rava mixture into a consistency of a smooth dough.
The dough should not be super stiff.
It should be firm, yet smooth and pliable.NOTE: Do time yourself and knead for 10 minutes and not any less (smiles)The kneading helps the dough develop the gluten and the warmth of your hand helps it get softer.
This gluten will help the puri’s puff in the oil and turn crisp as well.Also note, the dough should not be soft, it should be medium tight and not hard.
Hence kneading well helps give that smooth finishAfter kneading the dough for 10 minutes, add in 1 tablespoon of oil.
It is important that you add the oil only after kneading the dough and not in the beginning.
This will give the crunch to the dough that a puri of the pani puri should have.Knead this pani puri dough for another 3 minutes (put a timer on)Now cover the dough either in a box with a lid or invert a bowl over it.
This helps the dough to sweat and form its gluten and softness.
Allow the dough to rest for at least 30 minutes.Once the dough is well rested for 30 minutes, knead the dough once again for another 2 minutes (set the timer on)Once kneaded, we will now use a cookie cutter or the cap of the cocktail shaker to cut the puri’s for the pani puri.Preheat the oil for deep frying the puri for the pani puri.Divide the dough in 3 small portions.
Take one portion out and keep the rest covered.
Roll the dough into a thin sheet and using a cutter make rounds of the dough.I like to roll these rounds a little more with a rolling pin just to make sure you get the perfect thickness.Keep adding one puri at a time into the preheat oil and fry the puri’s on low to medium heat (not high heat), until they puff and turn golden brown on both sides.Note: The puri’s have to fry on low to medium heat to get that perfect crispness.Drain the puri’s once they turn golden brown on absorbent paper.Continue the same process for the remaining portions of the dough.Serve these  Puris with Pani to make Pani Puris | Golgappas | Puchka’s the most famous street food snack of india.",Unknown
Mushroom Tikka Masala Recipe (Mushroom & Bell Peppers In Spicy Tomato Gravy),101.563,3.0781,6.6507,6.6459,"tomato,kashmiri red chilli powder,chaat masala powder,onion,cumin seeds (jeera),turmeric powder,garam masala powder kitchen king masala,sunflower oil,salt,sunflower oil ghee,cardamom (elaichi) podsseeds,cloves garlic,garam masala powder,cinnamon powder (dalchini),curd greek yogurt (hung yogurt),lemon,green chillies jalapenos,button mushrooms,kasuri methi (dried fenugreek leaves),cashew nuts,ginger,bay leaf (tej patta),ginger garlic paste,gram flour (besan),green bell pepper (capsicum),cloves (laung)","To begin making Mushroom Tikka Masala Recipe (Mushroom & Bell Peppers In Spicy Tomato Gravy), prep up with all the ingredients and start with marinating the mushrooms.In a large mixing bowl, add all the marinade ingredients, except mushrooms.Mix well, do a taste test and adjust spices and salt according to your taste.Add in the cut mushrooms and toss well to coat the mushrooms with the marinade evenly.Cover with a cling wrap or plate and keep in the refrigerator for about 30 minutes to an hour.Preparing Tikka Masala Paste:In a kadai, heat 2 tablespoons oil and once hot, add the cloves, cumin, cinnamon and green cardamom.
Sauté for a few seconds.Add the chopped onions, green chillies, ginger, garlic and cashew nuts; fry for a few minutes till lightly roasted and the onions turn soft and cashews light brown.Stir in the chopped tomatoes along with a pinch of salt and fry on medium flame until the tomatoes are slightly cooked, turn soft and most of the moisture is gone (you can see the gravy leaving the sides of the pan); about 2 to 3 minutes.
Remove from flame and let cool.Once cooled a bit, place the fried mixture in a blender jar and blend to a fine paste; there is no need to add any water as the moisture in the tomatoes is enough to make a smooth creamy paste.
Keep aside.Preparing the Mushroom Tikka MasalaNow, heat the same saucepan with about 2 teaspoons of oil.
Once the oil is hot, add the marinated mushroom (if there is marinade left in the bowl, do not add this; you can add this in the tikka masala gravy later) and fry on medium high heat, stirring continuously.When the mushrooms starts to wilt, it will start to release water.
Keep stirring.Once most of the moisture is gone, add the cubed capsicum and sauté again for a few minutes till the mixture is well roasted.At this stage, switch off flame and keep these roasted mushrooms and capsicum aside.In a deep kadai, heat 1 tablespoon of oil/ghee, add bay leaf and stir in the tomato-onion-cashew paste.Sauté for a few seconds; tip in the rest of the spices; coriander powder, garam masala powder, turmeric powder and salt to taste (remember, the grilled mushrooms have salt too, so add accordingly); give it a good stir.Add about 1 cup of water (rinse the blender jar and add this water too), mix well and bring to a boil on medium high heat.
Adjust the consistency of the gravy according to how thin or thick you want it.
At this stage, if you have any leftover marinade, you can add that too.Once it comes to a boil, reduce the heat and stir in the sautéed mushrooms and bell pepper mixture.Mix well, adjust the salt and heat on medium high, until the mixture is heated through; about 2 to 3 minutes.Remove from heat, garnish with crushed kasoori methi leaves/coriander leaves and serve hot with with Pudina Tawa Paratha or Butter Garlic Naan Recipe and Bharma Baingan Aur Pyaaz Ki Sabzi Recipe (Spicy Stuffed Brinjals With Onions).
You can even pair it with steamed basmati rice.",Unknown
No Onion No Garlic Cabbage Kofta Curry,201.0022,3.5454,9.1082,16.6932,"turmeric powder,salt,make tomato,garam masala powder,green chilli,cardamom break,yogurt,cumin powder,red chilli powder,masala powder,coriander,oil,bay leaves,coriander (dhania) leaves,tbsp coriander powder,ginger paste,gram flour,cabbage","To make the Cabbage Kofta Curry Recipe, firstly tighten the cabbage and put it in a bowl.
Take out the water from it by pressing it.
Now add gram flour, green chillies, coriander, cumin powder, turmeric powder, garam masala powder, red chilli powder, salt and mix well.
Now make small balls of this mixture and keep it aside.
Heat oil in a pan.
After the oil is hot, add the koftas and fry till it becomes golden.
Keep it aside.
Now heat oil in a pan.
Add bay leaves, ginger and cook for 10 seconds.
Now add gram flour and roast it for 20 seconds.
Add tomato puree and mix.
After 1 minute add coriander powder, red chili powder, turmeric powder, cumin powder, garam masala powder and cook it for 4 to 5 minutes.
Now add curd and cook for 1 minute more.
Add fresh cream and mix.
After 3 minutes, add water, salt and let it boil.
Add cardamom to it after 5 minutes and let it cook for another 5 minutes.
Add koftas, cook for 1 minute and garnish with green coriander.
Serve Cabbage Kofta Curry Recipe along with Boondi Raita and Phulka for dinner.",Unknown
Rajma Saagwala (Dry Kidney Beans And Spinach Stir Fry) Recipe,88.263,6.5161,2.2578,5.8809,"garlic cloves,salt,green chilli,asafoetida (hing),onion,cumin seeds (jeera),rajma (large kidney beans),turmeric powder,spinach leaves (palak),garam masala powder,sunflower oil","To begin making Rajma Saagwala recipe, pressure cook the overnight soaked rajma for two whistles in a pressure cooker and keep it aside.Now heat a wok in medium flame, pour oil, add the cumin seeds and a pinch of asafoetida and let it crackle.Add the finely chopped garlic and sauté till aromatic.Add the finely chopped onion and green chilli and cook till the onions become translucent.Add the roughly chopped spinach and cooked rajma and give it a stir.Now add the turmeric, garam masala powder and season with salt and mix well.Let the vegetable cook in medium flame for 10 minutes, occasionally keep stirring in between.Once done, switch off the flame and it is ready to be served.
Serve Rajma Saagwala as a side dish with Rabodi Ki Sabji and Whole Wheat Lachha Parathas for a delicious weekday meal.",Unknown
Restaurant Style Phool Cabbage Masala Recipe,88.585,2.7969,4.702,6.3966,"tomato,cashew nuts,salt,kashmiri red chilli powder,green chilli,mustard oil,bay leaf (tej patta),ghee,water,ginger garlic paste,onion,cumin seeds (jeera),turmeric powder,cauliflower (gobi) clorets,garam masala powder","To begin making the Restaurant Style Phool Gobhi Masala Recipe, first clean the florets and toss it along with salt and turmeric powder.Heat a kadai with oil on a medium heat and fry the florets for about 5 minutes or till the raw smell vanishes.
Take them out on to a plate.In the same kadai, add the onions, fry till translucent.
Switch off the stove and let the onions cool down.Once it cools down, add the onion mixture in a mixer grinder and make it into a fine paste.Add bay leaf and cumin seeds in the leftover hot oil.
Once the cumin seeds crackle, add ginger and garlic paste with 2 teaspoons water.
Let it cook for about a minute or two.After a minute, add the fried florets, tomato puree and mix everything well.
Immediately add the fried onion paste, kashmiri red chilli powder and 1 cup water, cook for about 5 minutes.Turn to low flame.
After 5 minutes, add the cream, garam masala powder and ghee.
Check for salt seasoning.Garnish with cashews and serve.
Serve Restaurant Style Phool Gobhi Masala Recipe along with Tawa Tandoori Roti Recipe, Mushroom Do Pyaza Recipe and Boondi Raita for a dinner meal.",Unknown
Ginger Tea Recipe - Adrak Chai Recipe,72.3195,5.6142,8.5384,1.6468,"ginger,milk,water,sugar,tea leaves","To make ginger tea, first heat the milk and keep it aside.
Now put 2 cups of water, ginger in a saucepan and let it boil, after 2 to 3 minutes, put a tea strip in it and let it boil.
Boil for 1 to 2 minutes.
After 2 minutes, turn off the gas, cover the saucepan and keep it aside for 1 minute.
Add milk after 1 minute and mix.
Drain and add to the cup, add sugar as per taste and serve.
Serve ginger tea with onion pakoras or pakoras of your choice for an evening breakfast on rainy days.",Unknown
Chicken In Curry Leaves Gravy Recipe,142.7358,10.3392,2.8922,8.2037,"salt,boneless chicken,white pepper powder,coriander (dhania) leaves,curry leaves,ginger garlic paste,onion,lemon,mint leaves (pudina),cherry tomato,green chillies,sunflower oil","To begin making Chicken In Curry Leaves Gravy Recipe, in a mixer grinder, grind curry leaves, coriander leaves, mint leaves and green chillies to a fine paste by adding a little water.Heat oil in a kadai on a medium heat.
Once the oil is hot, add onions and sauté on a low heat till the onions turn soft.Add ginger garlic paste and sauté till the raw smell goes.
This will take about a minute or two.Add the ground paste of mint, green chillies and curry leaves, mix well.
Add salt and about 1 cup of water and bring to a boil.When it comes to a boil, add the chicken pieces and mix well.
Continue cooking for 5 more minutes, then reduce heat and close with a lid.Cook for about 15 minutes or till the chicken is tender while stirring occasionally.You will get a thick gravy.
Add lemon juice at this stage and stir till combined.Check for seasoning and adjust salt and add white pepper powder to suit your palate.
Let it cook for about a minute.Switch off gas and transfer to a serving bowl.Serve Chicken In Curry Leaves Gravy along with Steamed Rice and Burani Raita.
You can also serve this with Phulka and Kachumber Salad for a weekday meal.",Unknown
Jal Jeera Recipe - Indian Spiced Lemonade,36.57,0.41,0.0,0.75,"salt,black salt,cumin seeds (jeera),lemon,mint leaves (pudina)","To begin making the Jal Jeera Recipe, first get all the ingredients together.
If you dont have roasted cumin powder, then take some cumin and dry roast it in pan.Once the aromas come out, turn off the heat.
Allow it to cool and then powder it fine to get roasted cumin powder, in a pestle and mortar, preferably.In a bowl, filled with 4 cups of water stir in all the ingredients including cumin seeds powder, black salt, mint leaves, lemon juice and salt until well blended.
Refrigerate for a couple of hours before serving.When you are ready to serve adjust the salt and cumin levels.
You could also add a dash of black pepper powder or crushed green chillies to add a zing to the Jal Jeera.Serve Jal Jeera Recipe as a welcome drink to guests in summer or for a chaat party, along with chaats like Indian Misal Bunny Chow Recipe, Karnataka Style Churumuri (Spicy Puffed Rice Recipe) or Delhi Style Matar Chaat (Matra) Recipe.",Unknown
Chicken Curry With Sweet Potatoes Recipe,62.1388,1.9067,9.7556,0.9835,"tomato,ginger,salt per,green chilli,red chilli powder,cloves garlic,black peppercorns,curd,coriander (dhania) leaves,coriander (dhania) seeds,onion,cinnamon stick (dalchini),cumin seeds (jeera),byadagi dried chillies,turmeric powder,chicken bs,cloves (laung),sweet potatoes,sunflower oil","To prepare the Chicken Curry With Sweet Potatoes recipe, firstly wash the chicken pieces thoroughly.
Peel of the potatoes and dice them.To marinate the chicken, in a mixing bowl, combine the chicken and potatoes cubes along with yogurt, salt, turmeric powder and red chilli powder.
Mix well and keep them aside.In a medium skillet, add the spice - peppercorns, cloves, byadgi chillies, coriander seeds, cumin seeds and cinnamon stick.Fry them on the medium flame till it leaves a nice aroma.
Let it cool and grind it to a smooth powder.In the same skillet, add another teaspoon of oil.
When it's hot add curry leaves.
When the curry leaves splutter, add the thinly sliced onions.
Cook till they become soft and tender.
Add the ginger, garlic, ground masala and green chillies.
Stir fry for a few seconds.
Add the tomato puree and stir.Now add the chicken and potato pieces.
Add the oats and about 1-1/2 cup of water, adjust salt to taste.
Cover and let it cook till the chicken is cooked well.Once done, turn off the heat, stir in the chopped coriander leaves and serve.Chicken Curry With Sweet Potatoes goes really well with  Lachha Parathas, Jeera Rice and Lachedar Kakdi Pyaz Kachumber Recipe for a complete meal.",Unknown
Achari Paneer Recipe - Spec Pickled Paneer Gravy,106.9659,6.7225,6.3537,6.2108,"tomato,salt,ginger,paneer,pachranga pickle masala,fennel seeds (saunf),red chilli powder,cloves garlic,water,onion,coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,sunflower oil","To begin making the Achari Paneer recipe, grind all the ingredients to be ground into a paste - onion, ginger, garlic, pachranga pickle and fennel seeds.Heat oil in a pan; add the ground paste and saute until the raw smell goes away and the oil starts separating.
This will take about 3 to 4 minutes.Add the red chilli powder, turmeric powder, coriander powder and garam masala and saute into the masala.
Stir in the tomato puree, salt, honey and cream.
Give it a brisk boil.Finally stir in the paneer into the achari masala.You can add a little water if needed according to your preference and simmer the achari paneer masala for about 4 to 5 minutes so the flavors get combined well into the masala.
Once done, garnish Achari Paneer with Kasuri Methi leaves, check the taste and adjust the salt and spices accordingly and serve.Serve Achari Paneer with Whole Wheat Lachha Paratha or Jeera Rice ,Lauki Raita and Apple Mawa Kheer for a weekend lunch.",Unknown
Spinach Yogurt Salad Recipe - Spinach Raita Recipe,68.552,2.716,3.64,2.656,"salt,spinach,red chilli powder,mustard,curd,sugar,curry leaves,oil,cumin powder take out,pepper grind,white urad dal","To make spinach raita, first heat the oil in a pan.
Add cumin seeds and let it cook for 10 seconds.
Now add spinach and let it cook on high flame.
After the spinach becomes soft, turn off the gas and keep it aside.
Now add yogurt, cumin powder, red chili powder, black pepper powder and salt in a bowl.
Beat and keep it in the refrigerator for 2 hours.
After 2 hours heat the oil in a tempering pan.
Add the tempering material and let it cook for 15 seconds.
Now add spinach to the curd and mix.
Sprinkle and serve.
Serve Palak Raita with Garlic Dal, Sew Tomato Vegetable and Phulka for dinner.",Unknown
Makki Ki Puri Recipe - complete recipe of Makki,356.2867,7.9809,52.304,12.4031,"salt,wheat flour,maize flour,celery,oil","To make the entire recipe of maize, first of all add maize flour, wheat flour, salt, celery, oil and mix well.
Add a little water and knead well.
Cover and keep aside for 15 to 20 minutes.
Now take small portions and make a round ball.
Now roll these balls one by one and make them poori.
Keep it aside.
Heat oil in a pan.
Add the poori one by one and cook till it becomes golden.
Serve.
Serve the entire Makki Recipe with Aloo Dum and Bundi Raita for dinner.",Unknown
Kesar Pista Lassi Recipe - Saffron & Pista Lassi Recipe,149.958,3.971,19.203,3.476,"ice cubes,pistachios,saffron strands,curd","To begin making Kesar Pista  Lassi Recipe, add the dahi, pista, saffron, cream and sugar into a mixer grinder.Blend to make a delicious Kesar Pista Lassi.
Its your personal preference if you would like the lassi to be smooth or little chunky.Once done transfer the Kesar Pista Lassi into a serving glass add a few ice cubes and garnish with saffron strands and serve the Kesar Pista Lassi chilled for the summers.Serve the Kesar Pista Lassi Recipe along with Peshawari Naan, Malai Kofta for a special weekend lunch or dinner.",Unknown
Sweet & Spicy Pineapple Pani Puri Recipe,122.0074,4.5467,11.6283,6.6505,"salt,cumin powder (jeera),pineapple,black salt,green chilli,potato (aloo),green moong sprouts,chaat masala powder,red chilli powder,cumin powder (jeera)cumin powder,sugar,pani puris,lemon","To begin making the Sweet & Spicy Pineapple Pani Puri Recipe, we will first make the Sweet & Spicy Pineapple Pani.In a mixer jar, combine the pineapple pieces along with green chilli, chaat masala, cumin powder, sugar, salt and grind it along with some water.
Transfer to a serving bowl, add the lemon juice and adjust the salt and spices of the pineapple pani according to your taste.
Place the pineapple pani in the refrigerator to chill.
Note, you don't have to strain the fiber from the pineapple, it tastes delicious with the fiber when had along with the crisp puri.For the Pani Puri filling, in a mixing bowl, mash the potatoes, add the green moong sprouts and the dry masalas- chaat masala, cumin powder and red chilli powder.
Mix well.
Serve Sweet & Spicy Pineapple Pani Puri , by slightly crack the puris on the top to make an opening, stuff the potato-sprouts filling, fill it with the Sweet & Spicy Pineapple Pani and serve.
You can either use store bought puris, or make them at home by following this link Puri for Pani Puri Recipe.Serve Sweet & Spicy Pineapple Pani Puri at your chaat party long with Dahi Batata Puri Chaat Recipe and Chole Aloo Tikki Chaat Recipe.",Unknown
Egg Curry Masala Recipe With Sunny Side Up Eggs,203.4732,10.054,2.1412,17.55,"tomato,coriander (dhania),salt,red chilli powder,onion,coconut milk consistency,coriander powder,eggs,turmeric powder,sunflower oil","To begin making the Sunny Side Up Egg Curry Masala Recipe, preheat a pan with oil over medium heat.Once the oil is hot, add the onions and cook till onion turns soft and translucent.
This will take about 2 minutes.
Next, add red chilli powder, turmeric powder, coriander powder, salt and saute until the spice powders are well combined.
It will take 2 to 3 minutes.Add in the tomatoes and give it a good mix.
Cover the pan with a lid and let the gravy cook for about 5 minutes.After 5 minutes, add in the coconut milk and mix well.
Keep the heat low and let the Egg Curry masala come to a boil.
Add water to adjust to the consistency of your choice and  let it cook for another 5 minutes.
After 5 minutes, break the egg directly into the gravy at 4 different spots one after another.
Sprinkle some salt on the yolk.Cover the pan with a lid and let the eggs cook for about 8 to 10 minutes.
If you like the yolk half cooked, reduce the cooking time to 6 minutes and serve the Sunny Side Up Egg Curry Masala Recipe immediately.If you like a runny yolk, cover and cook for just 4 minutes or until the egg whites are cooked and you can see the yolk through a thin film formed on top.Once the egg is cooked according to your preference, garnish the Sunny Side Up Egg Curry Masala Recipe with coriander leaves and serve hot.Serve Sunny Side Up Egg Curry Masala Recipe along with Whole Wheat Lachha Paratha, Burani Raita and Kachumber Salad for a weeknight dinner.",Unknown
Bhindi Gosht Recipe-Okra With Meat In Coconut Gravy,216.0086,1.2705,10.6909,18.8522,"salt,cumin powder (jeera),coriander powder,red chilli powder,curry leaves,ginger garlic paste,onion,mutton,bhindi (lady fingerokra),tamarind paste,coconut milk,turmeric powder,sunflower oil","To begin making the Bhindi Gosht recipe, heat half oil in pressure cooker, add onion to it and saute it till the onion turns translucent.
Add ginger garlic paste, add all the spices to it and cook for few minutes.Add the meat to the above mixture along with coconut milk and curry leaves cook till the meat is tender.
Pressure cook till 15-20 minutes.In another pan, add oil and sauté big chunks of okra till 3/4 is cooked.
Drizzle some lemon juice on it and mix properly.
When done keep it aside.Open the pressure cooker and add tamarind pulp and okra.
Mix everything well and let it cook for another 5-10 minutes till okra is completely cooked.Serve Bhindi Gosht along with Tawa Paratha and Jeera Rice for your weekday meal.",Unknown
Aloo Methi Masala Recipe - Potato & Fenugreek Leaves Gravy,87.1842,1.943,8.8178,4.7468,"tomato,salt,turmeric powder (to boiling veggsies),bay leaf (tej patta),asafoetida (hing),methi leaves (fenugreek leaves),potato (aloo),red chilli powder,black peppercorns,cumin (jeera) seeds,dry red chilli,coriander (dhania) leaves,onion,coriander powder,cloves (laung),garam masala powder,sunflower oil","To begin making the Aloo Methi Masala Recipe, in a pressure cooker, add in the potatoes with required water.
Close the pressure cooker and cook till the cooker releases 2 whistles.
Once done, switch off the gas and let the pressure release naturally.
Once done, open the cooker and take out the potatoes.Let the potatoes cool down.
Peel them and cut in cubes.
Set aside.Heat oil in a heavy bottomed pan.
Once the oil is hot, add cumin seeds, asafoetida and allow the cumin seeds to crackle.Once done, add in the bay leaf, whole black peppercorns, dry red chilli and cloves.
Roast for about a minute.After a minute, add in the onions and let it cook till it turns soft and translucent.
Once the onions are soft, add in the tomatoes, salt, turmeric powder, red chilli powder, coriander powder and cook till it becomes soft and mushy.Let it cook for about 3 to 4 minutes.
Next, add in the methi leaves and let it cook till it becomes soft.
Once it is soft, add in the potatoes, required water, garam masala salt and give it a mix.
Give it a brisk boil for about 3 to 4 minutes and turn off the heat.Check the taste and adjust accordingly.
Finally garnish with coriander leaves, transfer the Aloo Methi Masala to a serving bowl and serve hot.Serve Aloo Methi Masala Recipe along with Pudina Tawa Paratha Recipe, Jeera Rice Recipe - Cumin And Ghee Flavored Rice and Carrot Raita Recipe With Peanuts - Gajar Moongphali Raita for a complete meal.",Unknown
Parwal Masala Recipe - Parwal Masala Recipe,22.002,1.1683,3.3206,0.2983,"tomato,salt,ginger,tsp garam masala powder,cumin powder,red chilli powder,bay leaf,oil,coriander powder,watermelon,parwal","To make the parwal masala recipe, first wash and peel the parwal.
Cut it in half and keep it aside.
In a mixer grinder, add ginger, tomato, watermelon and make a paste.
Now heat oil in a pan.
Add parwal and cook till it becomes soft.
Keep it aside.
Now add bay leaves, tomato ginger paste in the same pan and cook for 3 to 4 minutes.
After 4 minutes add red chili powder, coriander powder, cumin powder, garam masala powder and mix.
Allow to cook for 3 minutes and after that add parwal, water and let it cook.
Cook for 5 minutes, turn off the gas and serve.
Serve Parwal Masala Recipe with Tawa Paratha and Gourd Raita for dinner.",Unknown
Broccoli Paratha Recipe,202.4456,5.1875,26.2133,8.6216,"salt,cumin powder (jeera),wheat flour,red chilli powder,water,sunflower oil ghee paratha,onion,broccoli,coriander powder,garam masala powder,sunflower oil","To begin making the Broccoli Paratha recipe, mix wheat flour, salt and water to form a soft non sticky dough, cover and let it rest for at least 30 minutesCut broccoli into small pieces and put them in hot water for 5 minutes.Remove and pat dry the florets.
Grate the broccoli florets and keep them aside.
If you are using a blender, use small jar.
Add small quantity of florets and pulse grind.
Don't grind too much as broccoli loses water.
In a heavy pan, add oil and fry onions.
Add grated broccoli and fry for 3 to 4 minutes.
Broccoli cooks very fast.
So keep stirring continuously so that it does not stick to the pan.
After broccoli mixture is dry and is well cooked, add salt, red chilli, coriander powder, jeera powder, garam masala and mix well.
Cool the mixture completely before making the parathas.In the mean while, knead the wheat dough well, make equal size balls.
Flaten the dough ball with hand and thin out the edges.
Make a cup and put the broccoli stuffing in the middle, close the edges.Donot pinch off the excess dough.
Instead fold it and seal the stuffed dough with it.Dust the ball with flour and roll gently.
Do not apply much pressure.
Place the rolled paratha on a hot tawa and cook till brown spots appear.
Apply oil, cook from both the sides and they are ready to eat.Serve Broccoli Paratha along with Dhaniya Pudina Chutney and Boondi Raita for your weekday meal.",Unknown
Pudina Dahi Chutney Recipe- Mint Yoghurt Dip,82.015,3.3475,4.065,3.1687,"salt,ginger,green chilli,coriander (dhania) leaves,curd,mint leaves (pudina),sunflower oil","To begin making the Pudina Dahi Chutney Recipe, grind the dhaniya and pudina leaves along with green chilli and ginger.Add water if required, grind to form a smooth paste.
Once that is done add the ground dhaniya pudina paste into the dahi.Add enough salt and mix to form a light green creamy chutney.
Transfer into a bowl and garnish it with mint on top.Serve the Pudina Dahi Chutney Recipe along with Dahi Ke Kebab ,Chicken Tikka Recipe to enjoy your starters.",Unknown
Gulab Sandesh Recipe - Cottage Cheese Flavored with Rose Water,122.1538,17.2854,2.5223,4.6731,"pistachios,rose water,sugar,rose,chenna","To begin making the Gulab Sandesh Recipe, make the homemade paneer/ chenna according to the instructions.Once all the water from the chenna is drained, place the chenna in a large mixing bowl.
Add the sugar and gulab jal (rose water).
Using the heel of your hands, knead the chenna to make a very soft and smooth mixture.This process takes at least 10 minutes to get a really soft and smooth chenna sandesh mixture.Once you notice you have a smooth ball of sandesh dough, divide the sandesh into equal portions and shape them into tiny bite size balls.Roll them between the palms of your hand and shape them into smooth balls.
Using your thumb make an impression in the center.
Place a sliced pistachio or a fresh rose petal in the center and the Gulab Sandesh is ready to be served.Serve the Gulab Sandesh with a warm cup of Tetley Cinnamon and Honey Green Tea that compliments and balances out the sweetness of the sandesh.",Unknown
